Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Santamaría Baptiste,MD,10,1,,11,5.11,1.2,11,12,10,10,12,12,11,12,05.06,5,5.37,487.67,9,3,27,0.63,0.5,0.93,0,0,1,0.44,0.33,0.63,384,105,1645,42.67,35,60.93,,1645,8,1000,5,4.5,5.5,0,4.5,5,5,5,0,4.5,6.5,6,6,8,7.5,0,5,4.5,5.5,4,5.5,5,6,4.5,6,6,4.5,5,5.5,5,0,0,0,0,0,0,0,0,null,,null,null,null,null,9,6,2,0.7838,346,3,3,46.51,6,null,null,11,18,null,null,6,7,51,2,2,7,null,null,null,3,2,7,90.39,-68.67,-6.97,4.00,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Le Fée Enzo,MO,15,-2,,20,44.44,25.53,17,24,24,26,25,25,17,17,05.06,4.5,5.47,491.44,9,1,30,0.53,0,0.94,0,0,3,0.78,1,0.93,515,78,2310,57.22,78,77,,770,6,1000,4.5,0,5,4.5,0,5,5,5.5,4.5,5.5,6,5,4.5,5,5,6.5,7.5,4.5,0,0,0,5,6,6,5,7,5.5,7,6,6,5,6,7.5,4,4.5,0,0,0,null,,null,null,null,null,4,1,4,0.8912,446,4,11,45,4,null,null,12,22,5,3,4,9,78,6,6,11,null,-2,null,-1,null,13,97.56,-76.33,-6.07,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Belocian Jeanuël,MD,8,1,,8,1.5,1.2,8,8,8,8,8,8,8,8,4.63,4.25,4.97,508.63,8,4,16,0.74,0.96,0.76,0,0,0,0.75,1,0.75,519,336,1027,64.88,84,64.19,,,null,1000,3.5,5.5,4.5,3.5,0,0,0,5,5,5,5,5.5,5.5,5.5,6,4,5,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.9133,463,7,7,67.74,4,null,null,15,14,9,7,16,11,40,1,1,1,null,-2,null,-1,null,5,87.38,-111.69,-9.59,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Terrier Martin,MO,7,2,,13,68.17,57.36,12,16,12,16,12,21,12,18,4.5,4.5,5.33,456,3,2,6,0,0,0.93,0,0,1,0.33,0.5,0.67,93,79,308,31,39.5,51.33,,308,6,1000,4.5,4.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6.5,0,0,0,null,,null,null,null,null,0,0,null,0.7277,45,null,null,44.44,1,null,null,1,3,null,null,2,2,8,3,3,1,null,-2,null,-4,null,null,24.6,-22.63,-0.8,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Gouiri Amine,A,29,1,,38,96.1,45.05,32,45,41,52,36,37,29,29,5.5,5.5,5.43,528.45,11,11,35,1.16,1.16,1.21,2,2,11,0.91,0.91,0.86,844,844,2670,76.73,76.73,76.29,422,243,6,14.5,3.5,5,6,6,5.5,5,4.5,5,6.5,5.5,8,4.5,7,8.5,6,5,7.5,5,7,6,4.5,4.5,4.5,5,4.5,4,4,6,7.5,5,5,4,5,4.5,5,0,0,0,0.5,,null,null,1,2,29,17,9,0.8102,495,4,8,48.08,5,null,null,12,6,3,3,4,15,114,8,8,13,null,-1,null,1,null,17,121.24,-52.07,3.18,6.00,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Kalimuendo Arnaud,A,15,1,,24,88.89,40.24,22,30,22,30,31,32,23,34,4.89,4.4,05.02,490.44,9,5,30,1.11,0.42,01.05,2,1,7,0.78,0.6,0.8,582,249,1908,64.67,49.8,63.6,291,273,5,7.5,4,4.5,4,4.5,5,0,0,4.5,4,6.5,7,4.5,4,4.5,0,4,5,4,5,5.5,5,7,4,4.5,5.5,8,4,5,0,0,5,6,5.5,4.5,6,0,0,0,1.5,1,null,null,null,null,18,14,3,0.7387,251,2,2,35.59,7,null,null,2,6,1,null,1,10,67,7,7,9,null,-1,null,1,1,18,78.09,-41.5,4.76,5.50,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Lambourde Mathis,A,3,2,,3,0.9,0.3,3,3,3,3,3,4,3,3,4.5,0,4.5,457,1,0,1,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,,,null,1000,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.8,10,null,null,40,null,null,null,2,1,null,null,1,null,3,null,null,null,null,null,null,null,null,1,19,-12.6,-0.9,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,† CDM U18
Yildirim Bertug,A,8,1,,10,8.71,2.1,8,13,8,12,8,9,8,8,4.25,4.5,4.25,442.17,6,1,6,0.52,0,0.52,0,0,0,0.33,0,0.33,225,12,225,37.5,12,37.5,,,null,1000,4.5,0,4.5,4,5,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,null,3,1,null,0.5778,75,null,2,33.33,8,null,null,null,2,1,1,3,2,29,null,null,6,null,-2,null,-3,1,6,20.87,-27.1,-2.05,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Sels Matz,G,15,1,,18,28.23,10.81,16,20,16,20,15,18,17,20,5.14,5.14,5.33,527.64,11,11,35,01.03,01.03,1.25,0,0,0,1,1,1,990,990,3150,90,90,90,,,null,1000,6,5,4,5.5,5,6,5,4.5,6,3,6.5,4,5,5.5,7,7,4,7.5,4.5,7,4,6,5,4,5.5,5.5,7.5,6,3,4,7,7,4,5.5,4.5,0,0,0,3,,null,null,null,null,0,0,null,,null,null,null,,null,19,7,null,null,null,null,null,14,null,null,null,null,9,-2,null,-6,null,null,88.05,-63.18,-14.46,4.00,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Pierre Alexandre,G,3,0,,,0.3,,3,3,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,🏠Hors groupe (3sem.)
Bellaarouch Alaa,G,7,0,,7,2.4,1.5,7,7,7,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Hasbi Walid,G,1,0,,1,1.8,1.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,🏠Hors groupe (3sem.)
Mwanga Junior,DC,7,2,,7,0.9,0.6,7,7,7,7,7,7,7,7,5.1,5.13,5.39,485.2,5,4,28,1.29,1.49,0.84,0,0,0,0.8,1,0.79,340,318,2009,68,79.5,71.75,,,null,1000,7,5.5,3.5,4.5,0,5,0,0,0,0,0,0,5,6.5,5,6,5,5,4.5,6.5,6.5,6.5,6,6,5.5,5,4,5,5,5,6.5,5,6,5,5,0,0,0,0.5,,null,null,null,1,4,1,1,0.8194,164,7,5,71.05,5,null,null,7,11,1,1,1,5,31,2,2,3,null,-1,null,-3,null,10,127,-110.8,-3.74,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Nyamsi Gerzino,DC,10,1,,11,31.53,9.61,10,10,10,10,10,10,10,10,05.05,05.05,4.9,529.73,11,11,24,0.76,0.76,0.97,0,0,1,1,1,0.96,990,990,2001,90,90,83.38,,2001,7,1000,6,5,5,4.5,5.5,5.5,4.5,4.5,6,3.5,5.5,3.5,5.5,5,0,0,0,0,0,5.5,3,7,4.5,5.5,0,0,0,0,0,0,5.5,4,3.5,4,5.5,0,0,0,2.5,,null,null,null,null,6,5,2,0.8578,703,10,13,57.81,13,null,null,48,21,1,1,39,14,80,3,3,1,null,-2,null,-6,null,4,139.1,-133.64,-12.92,5.50,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Perrin Lucas,DC,9,1,,10,6.61,3,10,12,10,11,9,9,12,12,5,5,05.08,530.89,9,9,26,1,1,0.92,0,0,0,1,1,0.85,810,810,2021,90,90,77.73,,,null,1000,6,5,4,4,5.5,5.5,5,3.5,6.5,0,0,0,4.5,5.5,6,5.5,4,7,6,5,0,6,0,4.5,5,5,3.5,0,0,0,6,4,4.5,5,0,0,0,0,2.5,,null,null,1,2,5,3,1,0.8509,644,7,12,62.11,14,null,null,33,17,2,null,25,10,91,3,3,3,null,-2,null,-4,null,6,167.77,-167.56,-15.61,4.50,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Sobol Eduard,DL,3,-2,,,,,5,5,8,8,8,8,5,5,5,5,4.82,487,2,2,17,0,0,0.39,0,0,0,0,0,0.53,15,15,884,7.5,7.5,52,,,null,1000,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,5,4.5,5,5,5,4.5,5,5,5,5,3.5,4.5,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,1,1,10,null,null,50,1,null,null,null,null,2,2,1,null,1,null,null,null,null,null,null,null,null,null,21.5,-12.5,0.05,4.50,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Senaya Marvin,DL,8,2,,8,5.11,3.6,8,8,8,8,8,8,10,10,4.86,4.86,5.28,493.18,11,11,34,0.74,0.74,01.01,0,0,3,0.55,0.55,0.82,611,611,2481,55.55,55.55,72.97,,827,6.5,1000,4.5,5,3.5,4,5,6.5,5,5,5,5,5,0,5,6,5,5.5,4.5,8,5.5,5,5.5,7,6.5,6,4.5,4.5,6,5,6,4.5,3.5,5,7,4,6.5,0,0,0,1.5,,null,null,null,1,1,0,4,0.696,437,12,15,58.49,12,null,null,15,11,26,17,14,7,83,8,8,4,null,-2,null,-6,null,11,119.36,-132.5,-10.2,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,Suspendu
Doukouré Ismaël,DC,10,1,,10,10.81,3.6,10,10,10,11,10,10,10,10,4.82,4.82,4.85,469.64,11,11,33,0.72,0.72,0.87,0,0,1,1,1,0.97,956,956,2848,86.91,86.91,86.3,,2848,5,1000,6,5.5,4,5,4,4.5,5.5,4.5,5.5,4,4.5,4,5,5.5,6,6,4.5,7,5,4,4,4,0,4,5.5,5.5,5,6,3,3.5,5,4.5,5,5,0,0,0,0,2.5,,null,null,null,null,6,2,null,0.8488,500,12,11,48.24,11,null,null,22,30,null,null,8,14,82,5,5,17,null,-2,null,-6,null,4,118.95,-134.41,-10.97,4.00,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Guilbert Frédéric,DL,9,0,,11,16.82,2.1,9,12,10,12,10,13,9,9,4.78,5.5,4.76,502.22,9,2,27,01.03,0.71,0.87,0,0,0,0.78,0.5,0.89,545,105,2010,60.56,52.5,74.44,,,null,1000,6,5,0,4.5,0,5,4.5,3.5,5.5,3,6,5.5,5.5,5,4.5,5.5,4,5.5,5,4,3.5,0,4.5,4.5,5,5.5,5,6,3,4,0,0,0,0,0,0,0,0,2.5,,null,null,null,null,5,2,6,0.6698,382,20,6,46.15,8,null,null,18,14,20,15,16,8,86,6,6,5,null,null,null,-2,null,3,132.36,-169.33,-16.88,4.50,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,Sursis (4sem.)
Delaine Thomas,DL,9,1,,10,10.81,5.41,9,11,9,11,9,9,10,14,4.7,0,4.75,517.6,10,0,16,01.03,0,0.86,0,0,0,1,0,0.94,869,0,1277,86.9,0,79.81,,,null,1000,0,5,5,4.5,4.5,5,5,3,6,3,6,4,0,0,0,0,0,5.5,0,0,4.5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,,null,null,null,1,5,1,9,0.7577,519,11,7,56.25,11,null,null,24,12,44,36,20,14,104,10,10,3,null,-2,null,-6,1,14,165.75,-196.3,-17.7,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Sylla Abakar,DC,9,0,,11,2.1,0.6,10,11,10,10,11,11,10,10,4.7,0,4.7,516,5,0,5,1.2,0,1.2,0,0,0,0.8,0,0.8,363,0,363,72.6,0,72.6,,,null,1000,0,0,0,0,0,0,5,4,5.5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,1,0,null,0.8711,329,6,8,64.91,6,null,null,20,7,null,null,15,6,54,1,1,2,null,null,null,-2,null,8,145.5,-197.4,-17.28,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Sow Saïdou,DL,1,0,,,0.3,,1,1,1,1,1,1,1,1,0,0,5.13,0,0,0,23,0,0,0.86,0,0,0,0,0,0.78,0,0,1794,0,0,78,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5.5,4,4,5,6.5,4.5,6,5.5,6,4.5,6,5.5,6,5.5,3.5,4.5,6,5.5,6,5,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Fila Karol,DL,1,0,,,,,1,1,5,5,1,1,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,† Lig croisés
Nuss Antoine,DL,1,0,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,🏠Hors groupe
Bastian Maxime,DL,1,0,,,,,1,1,,,1,1,1,1,0,0,4.77,0,0,0,15,0,0,1.21,0,0,0,0,0,0.93,0,0,1257,0,0,83.8,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4.5,4,4,3,6.5,5.5,4,6,4,6,5,5,6.5,5,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,🏠Hors groupe (3sem.)
Baseya Steven,DC,1,0,,1,0.9,0.9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,🏠Hors groupe (3sem.)
Diarra Habib,MD,12,3,,13,17.12,10.51,12,14,12,14,12,12,12,14,4.89,5,5.12,488,9,1,29,1.29,0,1.1,1,0,4,0.78,0,0.72,583,11,1775,64.78,11,61.21,583,444,6,12,5,0,4,6,4.5,7.5,5,4,5,3,0,4,6,6,6,7,5.5,7,6.5,4,3.5,5,5.5,5,0,0,0,5.5,4,4.5,5,5,4,5.5,0,0,0,0,2,,null,null,1,2,6,4,2,0.8115,248,6,5,44,5,null,null,8,8,7,6,2,9,54,5,5,10,null,-3,null,-7,null,12,101.89,-80.19,-4.81,5.00,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Prcic Sanjin,MD,8,-2,,,13.21,,18,18,25,28,18,18,10,11,5.5,0,5.4,480,3,0,20,0.5,0,0.88,0,0,1,0.33,0,0.45,88,0,939,29.33,0,46.95,,939,7,1000,0,0,0,0,0,0,0,5.5,5,0,6,6,0,0,0,5,0,0,5,5.5,5,0,5,0,5,5.5,4.5,7,3.5,4.5,7,7,5.5,5.5,5,0,0,0,1,,null,null,null,null,1,0,null,0.9753,56,3,null,50,null,null,null,2,3,null,null,null,null,4,3,3,null,null,1,null,1,null,1,73.67,-13,0.1,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Deminguet Jessy,MO,9,2,,9,2.7,1.2,10,10,10,10,9,9,9,9,4.81,0,4.94,467.88,8,0,16,0.75,0,0.6,0,0,0,0.88,0,0.69,514,0,881,64.25,0,55.06,,,null,1000,0,5,4.5,0,5,5.5,0,4,5.5,3.5,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,5,5,5.5,0,0,0,0,0,0,5,0,4.5,5.5,0,0,0,2,,null,null,null,null,0,0,null,0.8685,237,4,5,43.48,9,null,null,9,18,5,5,3,7,34,1,1,2,null,-1,null,-5,null,6,83.38,-74.74,-4.15,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Sissoko Ibrahima,MD,9,0,,,,,10,10,16,16,10,10,9,9,4.81,0,05.03,464.25,8,0,29,0.46,0,0.69,0,0,0,0.25,0,0.41,247,0,1324,30.88,0,45.66,,,null,1000,0,0,5,5,4.5,0,4.5,4,5.5,5,5,5,5,5,7,0,0,4.5,5.5,4.5,5.5,5,5,5,5,6,5,6,3,4.5,5.5,5,5.5,5,0,0,0,0,null,,null,null,null,null,0,0,null,0.8281,161,1,7,50,11,null,null,4,17,null,null,4,4,36,4,4,4,null,-3,null,-7,null,8,56,-58.12,-5.91,5.00,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Aholou Jean-Eudes,MD,5,-2,,,,,10,10,16,18,10,10,7,7,0,0,05.03,0,0,0,19,0,0,1.14,0,0,3,0,0,0.53,0,0,773,0,0,40.68,,258,7,1000,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,5,5,4.5,4.5,5,5,4,6.5,8,5.5,0,0,0,3,4.5,4,7,4.5,5,5.5,4.5,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.50,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,🏠Ecarté (5sem.)
Ferro Nolan,MO,1,0,,1,0.3,0.3,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,† CDM U18
Nzingoula Rabby,MO,1,0,,1,0.6,0.3,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,🏠Hors groupe
Mothiba Lebo,A,10,1,,13,60.96,18.02,10,15,11,15,14,19,10,10,4.75,4.71,4.59,480.9,10,7,23,01.03,0.95,0.83,3,2,4,0.4,0.29,0.3,440,288,733,44,41.14,31.87,147,183,6,3.33,4.5,6,3.5,4,4.5,4.5,6,0,4,4,6.5,0,0,0,4.5,0,0,0,5.5,4.5,6,0,4.5,0,4.5,4.5,0,4,3.5,4.5,4,4,0,0,4,0,0,0,1,,null,null,null,null,14,8,1,0.6727,149,null,2,43.55,9,null,null,3,6,1,null,10,6,42,3,3,8,null,-1,null,-4,5,12,64.89,-36.3,8.43,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Sahi Moïse,A,7,4,,7,6.91,2.4,7,7,7,7,7,7,7,7,4.93,4.93,5.2,481.43,7,7,30,0.98,0.98,1.19,1,1,13,0.43,0.43,0.57,260,260,1554,37.14,37.14,51.8,260,120,4.5,7,6,5,4.5,6.5,4,4.5,4,0,0,0,0,5,4,7.5,4.5,4.5,7,4.5,0,4.5,4,6,6,4.5,4.5,5,4.5,4,4.5,6,6.5,7.5,4.5,8,4.5,0,0,0,0.5,,null,null,null,null,10,5,null,0.8387,119,1,3,33.33,5,null,null,3,8,3,3,2,4,30,1,1,3,null,-2,null,-4,1,11,56.53,-31.21,2.79,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Emegha Emanuel,A,8,-2,,11,33.63,5.41,10,11,10,10,12,15,11,11,4.56,4.5,4.56,454.13,8,2,8,01.05,0,01.05,1,0,1,0.88,1,0.88,579,154,579,72.38,77,72.38,579,579,7,8,4.5,4.5,0,0,4,4,4.5,3.5,7,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,,null,null,null,null,13,8,1,0.7785,156,null,1,30.51,12,null,null,1,8,null,null,7,4,45,1,1,8,null,1,null,1,3,14,53,-40.32,2.26,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,Sursis (4sem.)
Ângelo,A,11,2,,12,16.22,3.6,12,14,11,12,12,14,11,11,5,5.19,5,486,10,8,10,0.94,0.96,0.94,0,0,0,0.6,0.75,0.6,574,534,574,57.4,66.75,57.4,,,null,1000,5.5,5,5,4.5,4,6,7,4.5,0,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,1,1,4,3,1,0.6812,354,4,7,53.47,7,null,null,15,24,19,14,null,9,112,10,10,19,null,-3,null,-8,null,24,96.34,-57.96,-2.55,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Sebas Jeremy,A,1,0,,,,,1,1,1,1,1,1,1,1,5,5,5,478,1,1,1,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,,,null,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,1,10,null,null,50,null,null,null,1,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,13,-19.5,-1.2,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,🏠Hors groupe (6sem.)
Bakwa Dilane,A,9,1,,9,2.7,0.9,9,9,9,9,9,9,9,12,4.7,4.69,5.16,459.9,10,8,32,0.59,0.65,0.82,0,0,2,0.5,0.63,0.72,499,459,1992,49.9,57.38,62.25,,996,6,1000,5,6,4,4.5,4.5,5,4.5,4,0,5,4.5,0,4.5,6.5,4,5,6,4.5,4,6,6,4.5,6,5.5,5,0,5.5,6.5,4.5,7,5,5,6,5.5,5.5,0,0,0,1,,null,null,null,1,6,5,2,0.8213,241,4,4,38.46,9,null,null,8,8,10,8,1,7,75,7,7,11,null,-3,null,-8,null,13,60.1,-54.55,-2.54,0,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
Gameiro Kevin,A,9,1,,12,7.51,1.2,10,13,9,9,20,20,10,10,4.61,5.5,4.88,465.56,9,2,29,0.65,0.71,0.87,0,0,5,0.33,0,0.52,300,54,1424,33.33,27,49.1,,285,5.5,1000,5,6,0,4,4.5,0,4,4.5,5,4,4.5,3.5,6.5,4,4,0,5,4.5,5.5,6.5,0,5,4,3.5,5,6,5,0,0,6,5,6,4.5,4.5,6,0,0,0,null,,null,null,null,2,8,3,1,0.8353,120,1,2,28.57,1,null,null,4,3,2,2,null,8,27,3,3,2,null,-2,null,-4,null,3,30.84,-17.44,-0.5,3.50,Strasbourg,Brest,dim. 12/11 13:00,25.510204081632654,0.43448,0.43483,0.43021,
