Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Messoussa Amine,A,1,0,,,0.3,,,,,,,,,,0,0,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,LOSC,Toulouse FC,dim. 12/11 15:00,65.359477124183,0.62192,0.60729,0.60697,
Lecomte Benjamin,G,17,2,,20,76.58,54.65,19,23,21,25,19,24,17,17,5.6,5.6,5.95,541.5,10,10,30,1.29,1.29,1.24,0,0,0,1,1,1,900,900,2700,90,90,90,,,null,1000,5.5,7,3,0,7,7,5,6,5,6,4.5,6,7,7,5,4,7,7,6,7,5,7,6,6.5,6.5,6,6,3.5,7,8.5,0,0,0,0,0,4.5,0,0,3,,null,null,null,null,0,0,null,,null,null,null,,null,26,15,null,null,null,null,null,14,null,null,null,null,21,-1,1,1,null,null,151.2,-84,-4.92,7.00,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Bertaud Dimitry,G,7,0,,7,26.13,15.32,7,8,7,8,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Dizdarevic Belmin,G,3,0,,3,4.2,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,🏠Hors groupe (5sem.)
Tchato Enzo,DC,3,2,,3,3,1.8,3,3,3,3,3,3,3,3,5.5,0,4.75,544,1,0,10,0,0,0.68,0,0,0,0,0,0.4,26,0,429,26,0,42.9,,,null,1000,0,0,0,0,5.5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,5,0,5,3.5,5,5,3.5,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,1,13,null,1,100,null,null,null,null,null,null,null,null,null,null,1,1,null,null,1,null,3,null,null,46,null,0.7,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Estève Maxime,DC,5,2,,6,43.54,31.23,6,7,6,7,10,10,6,6,5.33,5,4.9,528.67,3,2,15,1.15,1.41,1,0,0,0,1,1,0.93,260,176,1186,86.67,88,79.07,,,null,1000,4,6,0,0,6,0,0,0,0,0,0,5.5,4,6,0,4.5,0,0,0,0,0,0,0,0,5,0,0,4,4,5.5,0,3.5,3.5,6,6,0,0,0,2,,null,null,null,null,1,0,null,0.853,122,3,4,47.37,2,null,null,12,4,null,null,12,3,19,null,null,null,null,1,null,3,null,1,162.47,-127.33,-12.2,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Kouyaté Kiki,DC,12,2,,14,84.08,43.84,13,15,13,15,12,12,12,14,5.2,5.2,5.32,553.1,10,10,30,1.14,1.14,01.05,0,0,0,1,1,0.97,900,900,2531,90,90,84.37,,,null,1000,3.5,7.5,4,0,6,5.5,5,5,4.5,5,6,0,3.5,6,5.5,0,6.5,6,4,0,5,6,5.5,6.5,5,6.5,5,4,3.5,0,6.5,5.5,5,0,7,5,0,0,2.5,,null,null,2,1,6,2,null,0.8337,557,12,16,62.37,13,null,null,31,31,null,null,51,14,76,3,3,1,null,-1,null,1,null,7,190.23,-168.6,-14.23,6.00,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,Suspendu
Sakho Mamadou,DC,5,2,,,0.6,,5,5,8,8,5,5,5,5,5,0,4.56,522,1,0,9,0,0,0.73,0,0,0,0,0,0.33,6,0,374,6,0,41.56,,,null,1000,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,4,0,0,0,5,4.5,0,0,5,0,0,0,0,0,5.5,3.5,3.5,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.9333,17,null,1,66.67,null,null,null,null,null,null,null,1,null,1,null,null,null,null,1,null,3,null,null,23,-13,-0.4,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Sainte-Luce Théo,DL,2,1,,2,8.11,3,2,2,2,2,3,3,2,2,5,5,4.83,482.5,2,1,6,0,0,0.52,0,0,0,0,0,0.33,81,69,260,40.5,69,43.33,,,null,1000,5,0,5,0,0,0,0,0,0,0,0,5.5,5,4.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.7425,61,2,2,66.67,1,null,null,3,4,2,2,4,2,7,null,null,1,null,-2,null,-5,null,null,154.25,-148.5,-8.1,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Mincarelli Lucas,DL,1,-2,,1,0.9,0.9,1,1,1,1,3,3,1,1,5,0,5,492,1,0,1,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,,,null,1000,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,1,3,null,1,100,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,12,-20,-3.2,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,🏠Hors groupe (5sem.)
Sacko Falaye,DL,9,0,,11,60.66,24.92,10,12,10,11,11,11,15,15,4.95,4.95,05.07,514.7,10,10,34,0.93,0.93,0.97,0,0,1,1,1,0.88,874,874,2661,87.4,87.4,78.26,,2661,7,1000,3.5,6.5,4.5,0,6,5,5.5,4.5,4.5,5.5,4,5,4,7,5,3.5,6,6.5,4.5,4.5,5,6.5,5,6,5,6.5,6.5,5,4.5,4.5,5,3,4.5,5,5,0,0,0,2.5,,null,null,1,null,1,1,3,0.7861,581,16,13,54.67,5,null,null,35,29,12,10,17,14,114,4,4,4,null,-1,null,1,null,7,151.15,-167.75,-19.46,6.50,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Omeragic Becir,DC,9,2,,12,06.01,3,9,10,9,10,9,9,9,9,4.86,0,4.86,516,7,0,7,0.69,0,0.69,0,0,0,0.71,0,0.71,482,0,482,68.86,0,68.86,,,null,1000,0,0,4,0,6,5.5,4.5,4.5,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,null,null,0,0,null,0.6687,289,6,1,40.74,1,null,null,16,10,1,1,16,5,39,1,1,null,null,-1,null,1,null,2,82.29,-97,-10.19,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,† Pied
Sylla Issiaga,DL,9,-2,,12,27.63,4.2,11,15,12,16,12,14,15,15,4.83,4.67,5.12,509.22,9,3,29,01.06,1.53,1.12,0,0,1,1,1,1,725,189,2445,80.56,63,84.31,,2445,6.5,1000,5,6,3,0,0,6.5,4,5,4,5,5,0,0,6,5,4.5,6,5.5,6.5,3.5,6,6,5.5,7,4.5,6,6,4,0,0,4.5,6,6,2.5,4,0,0,0,1.5,,null,null,null,1,5,4,4,0.7207,474,11,9,48.72,12,null,null,32,15,19,16,17,11,104,6,6,5,null,-2,null,-2,null,15,144.11,-181.39,-19.42,6.00,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Jullien Christopher,DC,8,-1,,9,14.11,0.6,9,9,9,10,9,9,9,9,4.63,0,4.96,538.75,4,0,25,1.11,0,1.38,0,0,0,0.75,0,0.96,243,0,2129,60.75,0,85.16,,,null,1000,0,5,0,0,0,0,0,0,3.5,6,4,6,0,0,4.5,1.5,6,7,4.5,4.5,5.5,5.5,5.5,6,5.5,6.5,6,0,3,6.5,4,2,4.5,6,5,0,0,0,null,,null,null,null,null,2,0,null,0.87,161,2,3,73.68,1,null,null,8,6,null,null,13,6,21,null,null,null,null,1,null,4,1,1,92.63,-114.75,-14.82,5.50,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Allix Téo,DC,1,0,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,🏠Hors groupe (5sem.)
Mousa Tamari,MO,14,3,,31,96.1,82.28,31,37,33,40,22,24,19,29,6,5.6,6,574.22,9,5,9,1.48,1.43,1.48,3,0,3,0.89,0.8,0.89,718,363,718,79.78,72.6,79.78,239,239,7,4.67,4,6.5,5.5,0,7.5,4.5,0,5,7,8.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,1,4,22,14,6,0.8008,377,2,11,54.55,3,null,null,18,8,9,9,3,12,109,7,7,9,null,-1,null,1,1,30,238.28,-106.63,0.49,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Nordin Arnaud,MO,14,-1,,19,58.56,13.81,17,22,15,16,21,25,20,24,5.7,0,5.81,553.6,5,0,29,1.44,0,1.14,2,0,8,0.6,0,0.79,278,0,1909,55.6,0,65.83,139,239,6,7,0,0,0,0,0,0,6,4.5,5.5,8,4.5,7,5,7,5.5,6,9,5.5,5,5.5,7,6,5,7,5.5,6,6,5,6.5,5.5,4,4.5,4.5,7,5,0,0,0,1,,null,null,1,null,9,4,1,0.923,153,1,null,56.25,2,null,null,7,7,5,5,1,6,28,3,3,6,null,-1,null,null,1,4,168.92,-70.32,4.46,6.00,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Savanier Téji,MO,24,4,,36,98.5,81.08,36,45,42,48,29,43,24,24,6,6,6.14,544,10,10,29,0.97,0.97,1.24,1,1,9,1,1,1,855,855,2453,85.5,85.5,84.59,855,273,5,24,4.5,7,5.5,0,7.5,5.5,7,5.5,5,6.5,6,8,8,7,0,0,0,4,5,6,5.5,6,6.5,8,0,6,8,0,4.5,6,4,5,7,8,5.5,0,0,0,2.5,1,null,null,3,3,29,18,8,0.7568,702,7,7,50,7,null,null,21,27,32,26,3,13,175,30,30,10,null,-1,null,1,2,15,242.65,-130.5,-3.87,6.00,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Khazri Wahbi,MO,14,2,,17,49.85,12.31,15,20,15,19,14,21,21,21,5.25,5.25,5.19,498.2,10,10,26,0.75,0.75,0.93,1,1,3,0.6,0.6,0.69,496,496,1428,49.6,49.6,54.92,496,476,6,14,5,5,5,0,5.5,6,7,4.5,4.5,5,5,0,4.5,6,0,0,7.5,6,4,5,5.5,4.5,4.5,6,5,6.5,5,4,0,0,3.5,5,0,0,0,0,0,0,1.5,,null,null,null,null,17,7,1,0.7487,227,null,7,52.94,7,null,null,11,18,3,2,3,6,56,5,5,5,null,-1,null,1,2,10,92.4,-50.54,0.31,4.50,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Fayad Khalil,MD,8,1,,9,3.9,1.5,8,10,8,8,8,8,8,8,5.21,5.67,5.17,503.43,7,3,23,0.86,1.15,0.7,1,1,1,0.43,0.67,0.26,293,177,673,41.86,59,29.26,293,673,7,8,5,7,5,0,0,5.5,4.5,0,4.5,0,5,0,0,0,5.5,4.5,5,0,4.5,0,4.5,5.5,5.5,4.5,5.5,5.5,5.5,5,4.5,7,5,0,0,0,5,0,0,0,1.5,,null,null,null,1,5,3,1,0.8386,126,4,9,52.5,3,null,null,8,7,5,5,null,5,23,2,2,4,null,-2,null,-4,null,4,91.14,-51.71,-0.39,5.50,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Chotard Joris,MD,13,2,,16,57.06,13.51,15,18,15,18,13,13,16,19,5.55,5.55,5.56,496.3,10,10,32,1.52,1.52,1.15,0,0,0,1,1,0.78,878,878,2383,87.8,87.8,74.47,,,null,1000,4,7.5,4.5,0,8,5.5,4.5,5,3.5,6.5,6.5,6,4.5,8,5.5,7.5,5,5,4.5,5,6,5.5,6,6,6.5,5.5,5.5,3.5,6,6,5,0,5,5,0,0,0,0,2.5,,null,null,2,2,5,3,2,0.8008,553,16,27,50,13,null,null,44,38,8,7,13,14,96,5,5,10,null,-1,1,1,null,8,244.1,-163.15,-9.06,5.50,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Ferri Jordan,MD,11,2,,19,10.21,1.2,20,21,20,21,11,11,11,11,4.95,4.95,5.27,489.7,10,10,32,0.96,0.96,01.05,0,0,1,0.9,0.9,0.91,783,783,2532,78.3,78.3,79.13,,2532,7,1000,4.5,6,4,0,7,5.5,4.5,5,4.5,4.5,4,5,4.5,7,5.5,4.5,7.5,6,5.5,5.5,0,5.5,6.5,6,5.5,6,6,4.5,5,0,4,2.5,4.5,6.5,5.5,0,0,0,2.5,,null,null,null,null,2,2,5,0.8004,623,8,7,41.76,13,null,null,33,29,13,7,8,12,113,11,11,8,null,-1,null,1,null,19,165.6,-147.3,-15.83,5.50,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Leroy Léo,MO,11,2,,12,0.3,0.3,12,12,12,12,11,11,11,11,4.83,4.75,5.2,486.67,9,4,28,0.61,0.65,0.66,0,0,0,0.11,0,0.5,147,50,1175,16.33,12.5,41.96,,,null,1000,4,5,4.5,0,5.5,0,4.5,5,4.5,6,4.5,4.5,5,5.5,0,5,6.5,6,5,4.5,6,0,0,0,0,5.5,5.5,5.5,4.5,6,5,4.5,5.5,6,6,0,0,0,null,,null,null,1,1,1,0,null,0.7007,119,null,2,47.37,8,null,null,6,10,null,null,4,2,32,2,2,1,null,-1,null,1,1,4,45.61,-41.72,-3.88,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,Sursis (4sem.)
Delaye Sacha,MO,6,1,,,,,6,6,6,6,6,6,6,6,4.5,4.5,4.75,454.8,5,1,6,0,0,0.61,0,0,1,0,0,0,22,7,23,4.4,7,3.83,,23,6,1000,4.5,0,0,0,0,4.5,4.5,4.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,null,,null,null,null,null,0,0,1,0.4333,14,null,null,42.86,3,null,null,1,null,null,null,null,null,4,null,null,null,null,-1,null,-1,null,2,5.72,-4.52,-0.14,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Gueguin Axel,MO,1,0,,,,,1,1,1,1,1,1,1,1,0,0,4.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,4.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Bongemba Edvin,MO,1,0,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,🏠Hors groupe (4sem.)
Adams Akor,A,21,3,,54,97.9,83.48,52,66,60,71,32,39,28,38,5.5,5.5,5.5,550.4,10,10,10,1.8,1.8,1.8,7,7,7,1,1,1,790,790,790,79,79,79,113,113,6,3,3.5,7.5,4,0,8.5,4.5,5,3.5,5,6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,null,null,null,1,23,19,3,0.7205,246,2,2,40.78,10,null,null,3,10,6,5,3,12,83,8,8,14,null,-1,null,1,3,22,152.14,-53.29,20.51,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Yeboah Kelvin,A,9,0,,9,11.11,0.6,9,9,9,9,9,9,9,9,4.57,4.57,4.57,459.14,7,7,7,0.19,0.19,0.19,0,0,0,0,0,0,114,114,114,16.29,16.29,16.29,,,null,1000,4.5,4.5,4.5,0,5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,4,3,null,0.7841,72,null,1,47.22,8,null,null,6,2,2,2,1,1,23,2,2,3,null,-1,null,null,null,9,26.2,-17.06,-0.54,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,
Issoufou Yanis,A,1,0,,1,1.2,0.3,1,1,1,1,,,,,4.5,0,4.5,431,1,0,1,0,0,0,0,0,0,0,0,0,12,0,12,12,0,12,,,null,1000,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,1,5,null,null,20,1,null,null,1,null,1,null,null,null,2,null,null,1,null,-1,null,-2,null,null,16,-12.8,-0.8,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,† CDM U18
Guermouche Yanis,A,1,0,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,🏠Hors groupe (6sem.)
Faye Sérigné,A,1,0,,1,0.3,0.3,1,1,1,1,1,1,1,1,0,0,4.25,0,0,0,2,0,0,0.35,0,0,0,0,0,0,0,0,35,0,0,17.5,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.5,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Montpellier,Clermont,mer. 29/11 19:00,59.524,0.47798,0.45448,0.4784,🏠Hors groupe (6sem.)
Bulka Marcin,G,17,4,,24,92.79,75.98,24,28,25,28,25,28,19,25,6,6,6,539.82,11,11,11,1.12,1.12,1.12,0,0,0,1,1,1,990,990,990,90,90,90,,,null,1000,7,6,6,6,6,8.5,4,5.5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,null,null,null,null,0,0,null,,null,null,null,,null,13,10,null,null,null,null,null,4,null,null,null,null,12,7,null,9,null,null,119.91,-16.36,10.76,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Sirigu Salvatore,G,7,4,,7,35.74,30.63,7,8,7,8,7,7,7,7,0,0,6.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,90,0,0,90,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Boulhendi Teddy,G,3,-4,,5,10.81,7.81,7,7,4,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Zelazowski Bartosz,G,3,0,,3,2.4,1.5,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Atal Youcef,DL,10,0,,14,40.84,14.11,12,16,12,14,16,17,16,21,5.5,0,5.23,523.83,6,0,13,0.84,0,0.63,1,0,1,0.83,0,0.54,362,0,604,60.33,0,46.46,362,604,7,10,0,0,0,0,5,5,0,7,6,5,5,0,5,5,5.5,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,2,,null,null,null,2,4,2,null,0.7613,297,3,3,57.78,3,null,null,11,11,6,5,1,1,34,4,4,3,null,2,null,3,null,5,139.67,-86.33,-6.12,5.00,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,Suspendu (6sem.)
Todibo Jean-Clair,DC,17,2,,23,95.5,86.19,22,26,24,27,24,27,17,25,5.95,6,5.56,556.3,10,9,32,0.64,0.66,0.74,0,0,0,1,1,0.97,878,788,2767,87.8,87.56,86.47,,,null,1000,6.5,6,5.5,6,5.5,6,5.5,7.5,5.5,0,5.5,0,5,5.5,4.5,5.5,0,4,5.5,4.5,5,5.5,4.5,6,6.5,5.5,5.5,6,5.5,6,6,6.5,6,5.5,4,0,0,0,7,,null,null,1,1,4,2,null,0.8928,986,13,12,64.79,5,null,null,41,38,null,null,30,3,93,2,2,1,null,7,null,9,null,8,190,-93.8,-2.82,5.75,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Dante,DC,15,3,,19,93.39,63.36,19,22,19,22,20,25,18,22,5.73,5.73,5.67,543.82,11,11,35,0.75,0.75,0.95,0,0,1,1,1,1,990,990,3120,90,90,89.14,,3120,7.5,1000,6,6,6,7,5.5,6.5,4.5,6,4.5,5.5,5.5,7,6,7,5,5,6,4.5,5,5,5.5,5,3,5,7.5,5.5,7.5,5.5,6,6,5.5,7,4.5,5.5,6,0,0,0,7,,null,null,1,null,4,2,null,0.8961,1099,10,9,65.75,10,null,null,52,41,3,3,32,4,98,3,3,2,null,7,null,9,null,2,172.68,-90.55,-2.17,6.50,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,Sursis (3sem.)
Bard Melvin,DL,14,3,,17,91.29,54.05,16,18,16,18,15,17,16,18,5.5,5.5,5.23,531.18,11,11,31,0.81,0.81,0.74,0,0,0,1,1,0.94,915,915,2446,83.18,83.18,78.9,,,null,1000,5.5,5.5,4.5,7,6,6,5,5.5,5.5,6,4,5.5,5,5.5,4.5,5,6,4.5,5,4.5,4,5.5,5,0,0,6,0,5,5,5,6,6,3.5,5,0,0,0,0,6,,null,null,2,3,4,1,5,0.8477,787,16,14,55.77,12,null,null,36,29,22,14,10,3,121,7,7,6,null,7,null,9,null,8,184.18,-129.05,-10.35,5.50,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Perraud Romain,DL,12,1,,14,18.92,1.8,14,16,12,14,12,12,12,12,05.08,5.13,4.64,508.83,6,4,22,0.2,0.25,0.76,0,0,0,0,0,0.55,86,62,1071,14.33,15.5,48.68,,,null,1000,5,5,5.5,5,0,0,5,5,0,0,0,0,0,0,0,0,5,4.5,0,4.5,5,4.5,5,0,4,6.5,4.5,4,4,5,4,4,2.5,4.5,0,0,0,0,null,,null,null,null,null,0,0,null,0.6211,75,2,5,76.47,1,null,null,4,2,3,3,3,1,13,null,null,null,null,6,null,8,null,null,39.67,-27.75,-1.23,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
