Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Mukiele Nordi,DL,4,1,,4,17.01,7.66,4,4,4,4,4,4,4,4,5,5,05.09,526.5,2,1,11,0,0,0.83,0,0,0,0,0,0.73,25,18,668,12.5,18,60.73,,,null,1000,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,5,7,4.5,4.5,5.5,4.5,5,0,0,0,null,,null,null,null,null,0,0,null,0.8125,29,null,1,66.67,1,null,null,1,3,null,null,null,null,6,null,null,1,null,2,null,7,null,1,30.5,-35.5,-3.45,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Kimpembe Presnel,DC,1,0,,1,44.3,23.55,1,2,1,1,1,2,1,2,0,0,4.9,0,0,0,5,0,0,0.55,0,0,0,0,0,0.6,0,0,190,0,0,38,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,4,5,0,0,0,0,0,0,0,5,0,5,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,† Tendon d'Achille (6sem.)
Nuno Mendes,DL,3,-3,,10,48.97,31.03,8,12,8,12,8,11,11,16,0,0,5.54,0,0,0,14,0,0,0.97,0,0,0,0,0,0.86,0,0,971,0,0,69.36,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,5,4,5,6,6.5,5,0,5,5,0,0,0,0,0,7,5,5,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.00,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,† Ligaments (11sem.)
Asensio Marco,MO,10,-4,,30,95.33,73.83,30,36,24,30,30,36,32,43,6.67,0,5.78,596.33,3,0,27,1.53,0,1.38,2,0,10,1,0,0.67,234,0,1603,78,0,59.37,117,160,6,5,0,0,0,0,0,8,7,0,5,4.5,0,4.5,5.5,7,4.5,5,5.5,8,7.5,5.5,8,4.5,6,0,5,6,7,3,5,6,7,4.5,5,0,7.5,4,0,0,1.5,,null,1,1,1,6,4,null,0.9079,145,null,1,45.45,1,null,null,1,6,4,3,1,1,21,6,6,1,null,2,null,5,1,5,195.9,-35.17,8.5,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,† Pied
Vitinha,MO,15,2,,22,94.02,45.42,20,26,19,27,21,26,20,25,6,6.33,5.5,531.75,8,3,33,01.07,01.04,1.13,1,1,3,1,1,0.88,650,234,2392,81.25,78,72.48,650,797,6.5,15,6,7.5,5.5,0,5,7,7,4.5,5.5,6,4,5,5.5,6.5,5,5,8,7,4,3.5,5,5,6.5,6,4,5,5,5,5,7.5,5,4,0,5.5,5.5,0,0,0,4,,null,1,null,1,14,8,3,0.8982,609,6,7,48.28,5,null,null,13,22,7,7,4,5,77,13,13,6,null,3,null,9,1,11,197.5,-79.69,-2.35,5.00,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Ruiz Fabián,MD,12,1,,14,35.14,3.93,12,14,12,17,12,15,12,12,5.63,5.88,5.76,536.5,8,4,29,0.64,0.85,0.92,1,1,4,0.38,0.5,0.66,314,216,1792,39.25,54,61.79,314,448,6.5,12,7,5.5,6,5,0,5.5,5.5,5,5.5,0,0,7,6.5,7.5,5.5,6,6,7,5.5,4.5,5,6,6.5,5,0,5,8,5,5,6,4,6,0,0,5,0,0,0,1.5,,null,null,1,null,5,5,1,0.9036,314,2,8,68.57,3,null,null,12,11,6,4,2,1,31,5,5,1,null,5,null,14,1,2,119.56,-36.31,-0.76,5.00,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Soler Carlos,MO,8,-1,,12,7.85,0.56,11,13,9,9,9,9,13,14,5.36,6.25,5.31,538.43,7,2,29,1.21,2.47,0.93,1,1,4,0.29,0.5,0.48,191,84,1242,27.29,42,42.83,191,311,7,8,8,4.5,0,5,4.5,0,5,5,5.5,5,5,0,5,5,4.5,5,5.5,6,0,0,7,5,0,4.5,4.5,5.5,5,5.5,4.5,5,4.5,5,7.5,5,7,0,0,0,1,,null,null,1,1,5,3,1,0.8707,181,1,1,33.33,null,null,null,4,5,3,2,null,3,26,4,4,2,null,3,null,10,null,7,82.43,-32.93,-0.34,7.00,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Ugarte Manuel,MD,16,3,,31,97.76,81.5,30,36,25,32,30,37,30,40,6.43,0,6.43,529.29,7,0,7,01.06,0,01.06,0,0,0,0.86,0,0.86,537,0,537,76.71,0,76.71,,,null,1000,0,5.5,0,7.5,5.5,8,5.5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,,null,null,1,1,3,2,null,0.9085,507,10,17,56.41,9,null,null,10,35,2,2,3,3,52,4,4,6,null,3,null,10,null,8,248.71,-91.29,-3.2,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Zaïre-Emery Warren,MD,14,2,,23,92.71,58.32,21,28,20,27,20,26,25,31,5.56,0,05.02,508.5,8,0,31,0.86,0,0.77,0,0,2,0.88,0,0.48,648,0,1548,81,0,49.94,,774,5.5,1000,0,6,4.5,6,4.5,5,7,6,5.5,3,4.5,5,5,5,4.5,5,5,5,5,4,5.5,5,5,5,5.5,5.5,6,5,3.5,5,4.5,0,4.5,0,0,0,0,0,3.5,,null,null,2,2,5,3,2,0.9193,600,5,8,39.13,8,null,null,11,26,3,2,2,4,74,5,5,15,null,3,null,10,null,14,174.94,-101.37,-8.65,5.50,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Dembélé Ousmane,MO,19,3,,40,98.5,82.24,38,51,32,44,44,53,35,50,5.5,5.5,5.32,521.88,8,8,22,01.04,01.04,01.06,0,0,2,0.75,0.75,0.64,519,519,1262,64.88,64.88,57.36,,631,6.5,1000,4,6,6,7,4,6,5.5,5.5,0,5.5,7.5,4.5,5.5,4,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6.5,5,5,7,5,0,0,3.5,,null,null,2,5,13,6,3,0.8088,487,3,5,50,3,null,null,4,14,23,15,null,3,117,24,24,10,null,4,null,13,4,12,133.16,-66.22,-2.33,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Lee Kang-In,MO,4,-3,,10,51.4,17.76,8,11,8,8,8,11,11,14,5.17,5.5,5.66,475,3,1,28,0.29,0,0.95,0,0,4,1,1,0.93,223,90,2198,74.33,90,78.5,,550,6,1000,5.5,0,0,0,0,0,0,5,5,6,0,6.5,5,5.5,5,7,5.5,8,8,5.5,6,5,6,6,5.5,7,4.5,5.5,5,0,4.5,6,4,5.5,5.5,5,0,0,1.5,,null,null,null,null,5,3,3,0.8589,184,1,3,40,2,null,null,4,3,10,9,null,null,30,4,4,3,null,1,null,3,null,2,100.77,-65.57,-3.7,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,Sursis
Ndour Cher,MO,3,-4,,10,4.11,0.56,7,11,7,7,7,7,15,15,5,5,5,505,2,1,2,0,0,0,0,0,0,0,0,0,12,8,12,6,8,6,,,null,1000,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.95,19,null,2,28.57,1,null,null,1,3,null,null,null,null,3,null,null,null,null,2,null,6,null,2,25.25,-23,-0.75,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Mbappé Ethan,MO,1,0,,1,11.78,3.93,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Mbappé Kylian,A,39,0,,125,99.44,96.82,125,152,118,142,132,153,128,160,6.63,6.63,6.26,629.5,8,8,31,1.22,1.22,1.5,8,8,27,0.88,0.88,0.94,611,611,2552,76.38,76.38,82.32,76,95,5,4.88,7,6.5,5,5,7.5,8,8,6,0,5,4,7.5,8.5,7,7,7.5,8,5.5,4.5,3.5,7,7.5,8.5,8,0,0,3.5,5,4.5,0,5,6.5,6.5,5,6,0,0,0,2.5,3,null,1,1,3,37,26,10,0.8774,390,1,1,48.39,9,null,null,2,6,7,7,null,5,75,14,14,11,null,4,null,13,5,14,256.3,-82.39,30.2,7.00,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Kolo Muani Randal,A,22,3,,54,99.25,85.61,51,71,51,61,58,75,46,70,5.7,5.7,5.7,577.8,5,5,5,1.44,1.44,1.44,2,2,2,0.4,0.4,0.4,262,262,262,52.4,52.4,52.4,131,131,6.5,11,4,6.5,4.5,7.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,2,2,6,5,4,0.6445,141,1,3,40,8,null,null,3,4,1,1,5,1,55,8,8,3,null,2,null,8,null,15,132.48,-42.16,8.8,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Gonçalo Ramos,A,16,2,,29,94.77,39.81,24,36,23,36,24,38,26,38,5.25,5.33,5.25,515.88,8,6,8,1.16,1.37,1.16,2,2,2,0.63,0.5,0.63,467,287,467,58.38,47.83,58.38,234,234,7,8,7,5,4,7,4,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,null,null,null,2,15,10,4,0.7795,218,null,4,47.92,7,null,null,6,3,null,null,4,3,54,5,5,4,null,3,null,11,2,16,89.96,-33.24,5.48,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Barcola Bradley,A,14,-1,,24,85.79,16.82,21,28,20,22,21,30,25,30,4.78,4.78,5.43,501.89,9,9,28,0.83,0.83,1.18,0,0,5,0.67,0.67,0.75,536,536,1899,59.56,59.56,67.82,,380,6.5,1000,5.5,4,5,6,4,4.5,5,3.5,5.5,4.5,7,6.5,0,7,4.5,4,0,7.5,6.5,6,7,4.5,7,4,5,6.5,5,7,5,0,4.5,0,0,0,0,0,0,0,3,,null,null,null,1,8,5,3,0.8131,332,6,7,50,9,null,null,12,6,3,3,1,7,89,8,8,4,null,1,null,7,2,19,103.94,-103.3,-6.17,0,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,
Ekitike Hugo,A,3,-4,,13,6.17,0.75,10,15,8,8,7,7,12,18,4,0,05.05,438,1,0,19,0,0,01.07,0,0,3,0,0,0.58,8,0,1030,8,0,54.21,,343,6,1000,0,0,0,0,0,0,0,0,4,4,0,4,6,6,4,0,0,0,4.5,5,4.5,0,0,5,4,5,6,0,4,7,6,4,7,6,0,0,0,0,null,,null,null,null,null,0,0,null,0.875,12,null,null,,1,null,null,null,null,null,null,null,null,4,1,1,1,null,null,null,null,null,2,8.5,-17,-1.6,4.50,Paris,Brest,dim. 29/10 13:00,65.78947368421053,0.75416,0.74889,0.75316,🏠Ecarté
Diouf Yehvann,G,15,0,,19,71.21,51.03,16,21,17,22,17,21,15,19,5.39,5.39,5.57,537.11,9,9,35,01.05,01.05,01.08,0,0,0,1,1,1,810,810,3150,90,90,90,,,null,1000,6,3.5,7,5.5,5,4.5,5.5,6.5,5,4,4,4,5.5,7,5,4,4,6,7,5,6.5,5.5,7.5,6,6,6,4,5,6.5,6,6,6,6.5,6.5,7,0,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,14,12,null,null,null,null,null,12,null,null,null,null,9,1,null,3,null,null,103.67,-55,-14.57,4.00,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Olliero Alexandre,G,7,0,,8,20.19,12.71,7,8,7,8,7,8,7,7,0,0,06.07,0,0,0,7,0,0,1.1,0,0,0,0,0,1,0,0,630,0,0,90,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,7.5,7,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Butelle Ludovic,G,3,0,,3,6.92,4.86,3,4,4,4,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Abdelhamid Yunis,DC,15,1,,18,95.14,72.71,17,21,18,21,17,21,15,20,5.17,5.17,5.28,554.89,9,9,34,1.52,1.52,1.2,2,2,3,1,1,1,810,810,3060,90,90,90,405,1020,7,7.5,6,3.5,7,5,4,4,7.5,6,3.5,4,0,5,4.5,5,5.5,4,3,4.5,7,4,6.5,5,8,6,6,6,6,5.5,5.5,6,4,5,6,6,5,0,0,0,2,,null,null,null,null,6,2,1,0.8288,655,8,9,53.25,5,null,null,39,21,null,null,32,12,101,4,4,2,null,1,null,3,null,5,194.67,-171.11,-19.14,6.00,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Agbadou Emmanuel,DC,13,1,,15,81.5,41.5,14,16,14,15,14,16,14,18,5.43,5.5,5.35,541.29,7,1,26,0.61,0,01.06,0,0,0,0.71,1,0.88,423,90,2022,60.43,90,77.77,,,null,1000,5.5,0,5,5,5,5,6,6.5,0,0,2,6,4,0,5.5,4,4.5,5.5,6,6,0,0,0,0,6.5,4.5,6,6,6,6,4,6,5.5,7,0,0,0,0,1,,null,null,null,null,3,1,1,0.7515,358,7,9,59.09,3,null,null,24,15,null,null,24,5,44,2,2,1,null,3,null,6,null,4,136.21,-90.29,-5.59,6.00,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Okumu Joseph,DC,9,1,,10,6.36,4.3,9,11,9,9,11,12,11,13,4.83,5.13,4.83,549.17,6,4,6,1.37,1.65,1.37,0,0,0,0.83,1,0.83,480,360,480,80,90,80,,,null,1000,5,3,7,5.5,0,4.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,2,1,2,0.8114,404,10,11,59.65,6,null,null,25,6,1,1,31,8,67,null,null,1,null,null,null,null,null,5,153.5,-172.33,-16.5,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Wilson-Esbrand Josh,DL,8,-1,,9,9.91,2.24,9,9,9,9,9,9,10,10,4.75,5,4.75,491.67,6,2,6,0.61,0,0.61,0,0,0,0.5,0,0.5,277,17,277,46.17,8.5,46.17,,,null,1000,5,5,0,0,0,5,5,5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,1,1,1,0.7001,212,5,3,42.42,4,null,null,9,10,4,3,4,4,57,1,1,4,null,null,null,1,null,3,79.67,-116.75,-15.27,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Foket Thomas,DL,9,-1,,13,57.01,16.45,11,15,12,15,11,13,14,18,4.69,5,4.81,499,8,1,32,0.75,0,0.8,0,0,0,1,1,0.97,692,77,2674,86.5,77,83.56,,,null,1000,5,0,5,4.5,3.5,4,5,6,4.5,4.5,3.5,4.5,5,5,4.5,3.5,3.5,4.5,5.5,3,5,5,6,5,5.5,6,5,6,6,5,5,5,5,0,0,0,0,0,2,,null,null,null,1,1,1,2,0.8041,483,10,3,35.48,12,null,null,20,16,18,14,13,9,81,5,5,4,null,2,null,5,null,7,136.06,-178.75,-20.06,5.00,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Diakité Ibrahim,DL,5,4,,5,1.5,0.75,5,5,5,5,5,5,5,5,4.67,4.5,4.88,498,3,2,4,0.58,0.71,0.63,0,0,0,0.33,0.5,0.5,101,99,179,33.67,49.5,44.75,,,null,1000,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,null,,null,null,null,null,0,0,1,0.435,88,2,null,41.18,4,null,null,7,4,7,5,4,3,19,2,2,null,null,null,null,-1,null,1,87.17,-135.17,-15.5,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
De Smet Thibault,DL,9,-1,,12,15.7,1.87,10,14,10,11,11,14,14,14,4.63,4.63,4.82,505.38,8,8,30,0.88,0.88,0.7,0,0,0,0.75,0.75,0.87,527,527,2288,65.88,65.88,76.27,,,null,1000,4.5,3,6,5,4,4.5,5,5,0,3,5,0,0,5,4.5,5,3.5,5,5.5,4.5,5,5,5,5,6,5.5,5,5,0,4.5,5,5,5.5,5,0,0,0,0,1,,null,null,null,null,1,0,2,0.7157,359,9,9,52.46,10,null,null,15,12,12,11,22,8,68,1,1,3,null,2,null,4,null,2,107.69,-142.81,-15.1,5.00,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Busi Maxime,DL,5,-2,,10,0.19,0.19,10,10,10,10,10,10,10,10,0,0,4.79,0,0,0,14,0,0,0.75,0,0,0,0,0,0.36,0,0,532,0,0,38,,,null,1000,0,0,0,0,0,0,0,0,0,5,3,4.5,5,5,0,3.5,4.5,5,5,5,0,0,5,5.5,0,0,0,0,6,0,5,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,† Ischios
Teuma Teddy,MD,16,3,,25,98.88,84.3,25,31,25,30,25,31,25,31,06.06,0,06.06,581.13,8,0,8,1.37,0,1.37,4,0,4,0.75,0,0.75,521,0,521,65.13,0,65.13,130,130,7,4,0,7,6,5.5,4.5,7,8.5,5.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,12,9,3,0.8006,428,8,15,53.42,16,null,null,10,14,25,19,1,9,86,10,10,3,null,1,null,3,null,16,240.88,-97.69,-6.1,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,† Cheville
Munetsi Marshall,MD,18,2,,21,93.27,56.26,19,25,22,28,20,25,18,21,5.94,5.94,5.64,548.78,9,9,33,01.01,01.01,01.06,2,2,8,0.89,0.89,0.88,735,735,2597,81.67,81.67,78.7,368,325,6.5,9,6,5.5,7,7.5,4.5,5,5.5,7,5.5,4.5,4,5,6,7,4.5,4.5,4,5,7.5,6,5.5,6,7,0,7,5.5,5,4.5,5.5,7,4,6,6.5,5,0,0,0,0,2,,null,null,3,2,14,8,2,0.6881,285,3,12,47.47,15,null,null,8,28,5,2,10,10,80,7,7,4,null,1,null,3,4,17,190.72,-91.33,-4.1,5.00,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Richardson Amir,MO,11,1,,13,48.6,14.39,11,14,11,16,11,14,11,13,5.92,6,5.55,539.83,6,1,29,1.11,0,0.81,2,1,4,0.67,1,0.79,308,83,1882,51.33,83,64.9,154,471,6,5.5,6,0,5,0,7,5,0,7.5,5,5,4.5,5,4.5,0,5,5.5,6,5,0,7,6.5,5,5,5,6,5,6,5,5,5.5,5,6.5,6,6.5,0,0,0,0,1,,null,1,1,1,3,3,null,0.8197,182,5,3,47.06,6,null,null,9,16,3,2,9,4,35,4,4,4,null,null,null,2,null,3,185.25,-72.33,-1.93,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Nakamura Keito,MO,12,1,,15,56.26,15.51,14,17,14,17,14,16,15,18,05.06,0,05.06,504,8,0,8,0.82,0,0.82,1,0,1,0.75,0,0.75,479,0,479,59.88,0,59.88,479,479,6,12,0,4,5,6,6,4,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,null,null,1,2,12,7,3,0.71,214,1,7,42.42,14,null,null,9,12,10,8,2,7,62,2,2,9,null,1,null,3,1,12,91.18,-49,-0.26,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,† Cheville (2sem.)
Matusiwa Azor,MD,16,1,,19,77.01,13.27,17,22,17,21,16,22,17,22,5.63,0,5.77,521.88,8,0,32,01.03,0,0.89,0,0,0,1,0,0.97,690,0,2668,86.25,0,83.38,,,null,1000,0,4,6,7,5.5,5,7,5.5,5,5,4,0,5,6,5,4.5,0,6,6,5.5,6,6,7,5.5,6.5,5.5,7,5.5,6,6,5,6.5,6,8,6,0,0,0,2,,null,null,null,null,5,2,null,0.8395,471,12,14,67.14,8,null,null,20,30,null,null,18,11,72,6,6,3,null,1,null,3,null,11,187.38,-104.37,-7.54,7.00,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,† Adducteurs (2sem.)
Atangana Edoa Valentin,MD,6,1,,6,0.37,0.19,6,6,6,6,6,6,6,6,05.08,5.5,4.88,496.67,6,1,13,0.2,0,0.46,0,0,0,0.17,1,0.23,151,77,322,25.17,77,24.77,,,null,1000,5.5,0,0,5,5,0,5,5,5,5,4.5,5,5,5,0,0,3.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,2,1,0.8476,79,2,5,35.48,7,null,null,5,5,null,null,null,2,15,1,1,1,null,1,null,3,null,3,44.58,-31.67,-1.9,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,† Cheville (2sem.)
Koné Amadou,MD,1,0,,,,,,,,,,,,,5,5,5,472,1,1,1,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,,,null,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.6,10,null,1,66.67,1,null,null,1,null,null,null,1,null,3,null,null,null,null,null,null,null,null,null,45.5,-30.5,-3.7,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Khadra Reda,MD,6,-1,,10,0.56,0.19,10,10,7,7,6,6,10,10,4.8,5,4.8,494.4,5,1,5,0.27,0,0.27,0,0,0,0.2,0,0.2,88,13,88,17.6,13,17.6,,,null,1000,5,0,0,4.5,0,5,5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,2,1,0.6286,45,2,null,33.33,1,null,null,2,3,2,2,2,2,18,null,null,2,null,1,null,2,null,3,33.6,-32.6,-3.02,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Koeberlé Samuel,MD,1,0,,1,0.37,0.37,1,1,1,1,1,1,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,null,1000,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,🏠Hors groupe
Daramy Mohamed,A,14,2,,19,81.31,19.81,17,21,15,22,18,21,15,20,5.25,5.25,5.25,519.88,8,8,8,0.76,0.76,0.76,2,2,2,0.63,0.63,0.63,446,446,446,55.75,55.75,55.75,223,223,6,7,5,4,6,6,5,5.5,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,1,1,6,5,4,0.7517,199,3,null,54.55,2,null,null,6,13,5,3,1,6,61,8,8,2,null,2,null,4,2,15,89.06,-29.94,6.75,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Ito Junya,A,20,-1,,32,95.89,73.46,31,37,32,36,32,39,28,36,5.67,5.67,5.56,544.78,9,9,35,1.15,1.15,1.23,1,1,3,1,1,1,808,808,3092,89.78,89.78,88.34,808,1031,7,20,6,5,7,4.5,4,5,5.5,7,7,5,3,7,4.5,6,4.5,4.5,3,6,6,5,7,6,9,4.5,7,4.5,7,5.5,5,5.5,5.5,5.5,5.5,5.5,6,0,0,0,2,,null,null,2,6,13,8,15,0.67,484,7,6,48.51,8,null,null,17,21,34,30,3,12,160,13,13,12,null,1,null,3,3,30,185.29,-92.63,-0.78,7.00,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
